model,model_id,blur_type,severity,image_id,true_label,raw_response,prediction,valid_response,correct,latency_seconds,cost_usd
gpt_sol,openai/gpt-5.6-sol,defocus_blur,3,1077,airplane,airplane,airplane,1,1,0.881,0.00016
grok,x-ai/grok-4.3,defocus_blur,3,1077,airplane,ship,ship,1,0,0.595,8.965e-05
gpt_luna,openai/gpt-5.6-luna,defocus_blur,3,1077,airplane,airplane,airplane,1,1,0.858,1.72e-05
gpt_terra,openai/gpt-5.6-terra,defocus_blur,3,1077,airplane,airplane,airplane,1,1,1.162,0.000172
kimi,moonshotai/kimi-k3,defocus_blur,3,1077,airplane,airplane,airplane,1,1,0.912,0.00034485
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,3,1076,airplane,automobile,automobile,1,0,2.524,0.000212
claude_opus,anthropic/claude-opus-5,defocus_blur,3,1067,airplane,airplane,airplane,1,1,4.389,0.001255
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,3,1078,airplane,airplane,airplane,1,1,0.796,8.2e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,3,1072,airplane,airplane,airplane,1,1,4.003,0.000855
gemini,google/gemini-3.1-flash-lite,defocus_blur,3,1077,airplane,airplane,airplane,1,1,1.326,0.0002845
kimi,moonshotai/kimi-k3,defocus_blur,3,1076,airplane,truck,truck,1,0,1.891,0.00034485
gpt_luna,openai/gpt-5.6-luna,defocus_blur,3,1078,airplane,airplane,airplane,1,1,0.882,1.72e-05
gpt_terra,openai/gpt-5.6-terra,defocus_blur,3,1078,airplane,airplane,airplane,1,1,0.992,0.000172
grok,x-ai/grok-4.3,defocus_blur,3,1078,airplane,ship,ship,1,0,0.716,8.965e-05
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,3,1090,airplane,ship,ship,1,0,0.778,8.2e-05
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,3,1077,airplane,airplane,airplane,1,1,2.462,0.000212
gemini,google/gemini-3.1-flash-lite,defocus_blur,3,1078,airplane,airplane,airplane,1,1,1.141,0.0002845
grok,x-ai/grok-4.3,defocus_blur,3,1090,airplane,ship,ship,1,0,0.662,8.965e-05
gpt_luna,openai/gpt-5.6-luna,defocus_blur,3,1090,airplane,ship,ship,1,0,1.001,1.6e-05
gpt_terra,openai/gpt-5.6-terra,defocus_blur,3,1090,airplane,ship,ship,1,0,1.473,0.00016
gpt_sol,openai/gpt-5.6-sol,defocus_blur,3,1090,airplane,airplane,airplane,1,1,1.567,0.00016
kimi,moonshotai/kimi-k3,defocus_blur,3,1090,airplane,ship,ship,1,0,0.873,0.0003306
gpt_sol,openai/gpt-5.6-sol,defocus_blur,3,1078,airplane,airplane,airplane,1,1,2.536,0.00016
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,3,1093,airplane,airplane,airplane,1,1,0.825,8.2e-05
gemini,google/gemini-3.1-flash-lite,defocus_blur,3,1090,airplane,ship,ship,1,0,1.548,0.0002845
claude_opus,anthropic/claude-opus-5,defocus_blur,3,1076,airplane,airplane,airplane,1,1,4.861,0.001505
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,3,1090,airplane,ship,ship,1,0,2.304,0.000202
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,3,1078,airplane,airplane,airplane,1,1,3.15,0.000212
claude_opus,anthropic/claude-opus-5,defocus_blur,3,1077,airplane,airplane,airplane,1,1,4.286,0.00093
gpt_luna,openai/gpt-5.6-luna,defocus_blur,3,1093,airplane,airplane,airplane,1,1,1.036,1.72e-05
grok,x-ai/grok-4.3,defocus_blur,3,1093,airplane,airplane,airplane,1,1,0.819,9.215e-05
gemini,google/gemini-3.1-flash-lite,defocus_blur,3,1093,airplane,airplane,airplane,1,1,1.329,0.0002845
gpt_sol,openai/gpt-5.6-sol,defocus_blur,3,1093,airplane,airplane,airplane,1,1,1.66,0.00016
kimi,moonshotai/kimi-k3,defocus_blur,3,1052,airplane,airplane,airplane,1,1,7.736,0.000399
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,3,1103,airplane,dog,dog,1,0,0.83,8.2e-05
gpt_terra,openai/gpt-5.6-terra,defocus_blur,3,1093,airplane,ship,ship,1,0,1.569,0.00016
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,3,1093,airplane,airplane,airplane,1,1,2.551,0.000212
gpt_sol,openai/gpt-5.6-sol,defocus_blur,3,1103,airplane,airplane,airplane,1,1,1.194,0.00016
gpt_terra,openai/gpt-5.6-terra,defocus_blur,3,1103,airplane,ship,ship,1,0,0.959,0.00016
grok,x-ai/grok-4.3,defocus_blur,3,1103,airplane,ship,ship,1,0,0.584,8.965e-05
gpt_luna,openai/gpt-5.6-luna,defocus_blur,3,1103,airplane,ship,ship,1,0,0.966,1.6e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,3,1078,airplane,airplane,airplane,1,1,4.772,0.001055
kimi,moonshotai/kimi-k3,defocus_blur,3,1072,airplane,ship,ship,1,0,6.728,0.000384
claude_opus,anthropic/claude-opus-5,defocus_blur,3,1090,airplane,ship,ship,1,0,3.96,0.00088
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,3,1109,airplane,airplane,airplane,1,1,0.806,8.2e-05
gemini,google/gemini-3.1-flash-lite,defocus_blur,3,1103,airplane,airplane,airplane,1,1,1.325,0.0002845
grok,x-ai/grok-4.3,defocus_blur,3,1109,airplane,ship,ship,1,0,0.571,8.965e-05
gpt_luna,openai/gpt-5.6-luna,defocus_blur,3,1109,airplane,automobile,automobile,1,0,0.744,1.72e-05
kimi,moonshotai/kimi-k3,defocus_blur,3,1093,airplane,airplane,airplane,1,1,2.396,0.00034485
kimi,moonshotai/kimi-k3,defocus_blur,3,1036,airplane,frog,frog,1,0,10.279,0.000384
kimi,moonshotai/kimi-k3,defocus_blur,3,1027,airplane,ship,ship,1,0,11.229,0.000384
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,3,1137,airplane,bird,bird,1,0,0.841,8.2e-05
gpt_sol,openai/gpt-5.6-sol,defocus_blur,3,1109,airplane,airplane,airplane,1,1,1.493,0.00016
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,3,1103,airplane,airplane,airplane,1,1,2.849,0.000212
gpt_terra,openai/gpt-5.6-terra,defocus_blur,3,1109,airplane,automobile,automobile,1,0,1.414,0.000172
gemini,google/gemini-3.1-flash-lite,defocus_blur,3,1109,airplane,airplane,airplane,1,1,1.412,0.0002845
gpt_sol,openai/gpt-5.6-sol,defocus_blur,3,1137,airplane,truck,truck,1,0,0.956,0.00015
gpt_terra,openai/gpt-5.6-terra,defocus_blur,3,1137,airplane,automobile,automobile,1,0,0.926,0.000172
claude_opus,anthropic/claude-opus-5,defocus_blur,3,1093,airplane,airplane,airplane,1,1,4.391,0.00103
grok,x-ai/grok-4.3,defocus_blur,3,1137,airplane,ship,ship,1,0,0.824,8.965e-05
gpt_luna,openai/gpt-5.6-luna,defocus_blur,3,1137,airplane,ship,ship,1,0,1.167,1.6e-05
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,3,1152,airplane,cat,cat,1,0,0.766,8.2e-05
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,3,1109,airplane,airplane,airplane,1,1,2.639,0.000212
gemini,google/gemini-3.1-flash-lite,defocus_blur,3,1137,airplane,horse,horse,1,0,1.519,0.0002845
gpt_sol,openai/gpt-5.6-sol,defocus_blur,3,1152,airplane,airplane,airplane,1,1,1.189,0.00016
grok,x-ai/grok-4.3,defocus_blur,3,1152,airplane,ship,ship,1,0,0.939,8.965e-05
gpt_luna,openai/gpt-5.6-luna,defocus_blur,3,1152,airplane,ship,ship,1,0,1.275,1.6e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,3,1103,airplane,bird,bird,1,0,4.411,0.001755
gemini,google/gemini-3.1-flash-lite,defocus_blur,3,1152,airplane,airplane,airplane,1,1,1.342,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,3,1161,airplane,airplane,airplane,1,1,0.802,8.2e-05
gpt_terra,openai/gpt-5.6-terra,defocus_blur,3,1152,airplane,airplane,airplane,1,1,1.663,0.000172
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,3,1137,airplane,horse,horse,1,0,2.907,0.000202
gpt_luna,openai/gpt-5.6-luna,defocus_blur,3,1161,airplane,automobile,automobile,1,0,0.824,1.72e-05
grok,x-ai/grok-4.3,defocus_blur,3,1161,airplane,ship,ship,1,0,0.564,8.965e-05
gpt_terra,openai/gpt-5.6-terra,defocus_blur,3,1161,airplane,airplane,airplane,1,1,1.047,0.000172
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,3,1152,airplane,airplane,airplane,1,1,2.499,0.000212
claude_opus,anthropic/claude-opus-5,defocus_blur,3,1109,airplane,airplane,airplane,1,1,4.403,0.000955
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,3,1165,airplane,airplane,airplane,1,1,0.861,8.2e-05
gemini,google/gemini-3.1-flash-lite,defocus_blur,3,1161,airplane,airplane,airplane,1,1,1.455,0.0002845
gpt_sol,openai/gpt-5.6-sol,defocus_blur,3,1161,airplane,airplane,airplane,1,1,1.841,0.00016
gpt_sol,openai/gpt-5.6-sol,defocus_blur,3,1165,airplane,airplane,airplane,1,1,0.978,0.00016
gpt_terra,openai/gpt-5.6-terra,defocus_blur,3,1165,airplane,bird,bird,1,0,1.037,0.00016
grok,x-ai/grok-4.3,defocus_blur,3,1165,airplane,airplane,airplane,1,1,0.693,9.215e-05
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,3,1161,airplane,airplane,airplane,1,1,2.501,0.000212
gpt_luna,openai/gpt-5.6-luna,defocus_blur,3,1165,airplane,airplane,airplane,1,1,1.016,1.72e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,3,1152,airplane,airplane,airplane,1,1,3.349,0.00093
gemini,google/gemini-3.1-flash-lite,defocus_blur,3,1165,airplane,airplane,airplane,1,1,1.325,0.0002845
claude_opus,anthropic/claude-opus-5,defocus_blur,3,1137,airplane,cat,cat,1,0,4.953,0.001455
kimi,moonshotai/kimi-k3,defocus_blur,3,1103,airplane,horse,horse,1,0,5.751,0.000384
kimi,moonshotai/kimi-k3,defocus_blur,3,1161,airplane,airplane,airplane,1,1,2.338,0.00034485
grok,x-ai/grok-4.3,defocus_blur,3,1183,airplane,airplane,airplane,1,1,0.63,9.215e-05
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,3,1183,airplane,airplane,airplane,1,1,1.042,8.2e-05
gpt_sol,openai/gpt-5.6-sol,defocus_blur,3,1183,airplane,airplane,airplane,1,1,1.039,0.00016
kimi,moonshotai/kimi-k3,defocus_blur,3,1109,airplane,airplane,airplane,1,1,5.287,0.000399
gpt_terra,openai/gpt-5.6-terra,defocus_blur,3,1183,airplane,frog,frog,1,0,1.014,0.00016
gpt_luna,openai/gpt-5.6-luna,defocus_blur,3,1183,airplane,airplane,airplane,1,1,1.065,1.72e-05
kimi,moonshotai/kimi-k3,defocus_blur,3,1165,airplane,airplane,airplane,1,1,1.58,0.00034485
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,3,1165,airplane,bird,bird,1,0,2.62,0.000202
gemini,google/gemini-3.1-flash-lite,defocus_blur,3,1183,airplane,airplane,airplane,1,1,1.235,0.0002845
claude_opus,anthropic/claude-opus-5,defocus_blur,3,1161,airplane,airplane,airplane,1,1,4.039,0.000805
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,3,1188,airplane,airplane,airplane,1,1,0.834,8.2e-05
gpt_luna,openai/gpt-5.6-luna,defocus_blur,3,1188,airplane,airplane,airplane,1,1,0.687,1.72e-05
gpt_terra,openai/gpt-5.6-terra,defocus_blur,3,1188,airplane,airplane,airplane,1,1,0.914,0.000172
grok,x-ai/grok-4.3,defocus_blur,3,1188,airplane,airplane,airplane,1,1,0.754,9.215e-05
kimi,moonshotai/kimi-k3,defocus_blur,3,1152,airplane,airplane,airplane,1,1,4.835,0.000399
kimi,moonshotai/kimi-k3,defocus_blur,3,1137,airplane,ship,ship,1,0,5.711,0.000384
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,3,1189,airplane,bird,bird,1,0,0.876,8.2e-05
grok,x-ai/grok-4.3,defocus_blur,3,1189,airplane,dog,dog,1,0,0.583,8.965e-05
gpt_terra,openai/gpt-5.6-terra,defocus_blur,3,1189,airplane,frog,frog,1,0,0.93,0.00016
gemini,google/gemini-3.1-flash-lite,defocus_blur,3,1188,airplane,airplane,airplane,1,1,1.495,0.0002845
gpt_sol,openai/gpt-5.6-sol,defocus_blur,3,1189,airplane,airplane,airplane,1,1,1.126,0.00016
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,3,1183,airplane,airplane,airplane,1,1,2.887,0.000212
gpt_luna,openai/gpt-5.6-luna,defocus_blur,3,1189,airplane,airplane,airplane,1,1,1.175,1.72e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,3,1165,airplane,bird,bird,1,0,4.511,0.00203
gemini,google/gemini-3.1-flash-lite,defocus_blur,3,1189,airplane,airplane,airplane,1,1,1.231,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,3,1197,airplane,bird,bird,1,0,0.788,8.2e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,3,1189,airplane,airplane,airplane,1,1,2.098,0.00053
gpt_terra,openai/gpt-5.6-terra,defocus_blur,3,1197,airplane,airplane,airplane,1,1,0.917,0.000172
grok,x-ai/grok-4.3,defocus_blur,3,1197,airplane,bird,bird,1,0,0.592,8.965e-05
gpt_sol,openai/gpt-5.6-sol,defocus_blur,3,1188,airplane,airplane,airplane,1,1,2.741,0.00016
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,3,1188,airplane,bird,bird,1,0,2.798,0.000202
gpt_luna,openai/gpt-5.6-luna,defocus_blur,3,1197,airplane,airplane,airplane,1,1,0.945,1.72e-05
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,3,1189,airplane,airplane,airplane,1,1,2.573,0.000212
claude_opus,anthropic/claude-opus-5,defocus_blur,3,1183,airplane,airplane,airplane,1,1,4.247,0.00088
gpt_sol,openai/gpt-5.6-sol,defocus_blur,3,1197,airplane,airplane,airplane,1,1,1.452,0.00016
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,3,1203,airplane,airplane,airplane,1,1,0.832,8.2e-05
grok,x-ai/grok-4.3,defocus_blur,3,1203,airplane,ship,ship,1,0,0.575,8.965e-05
gpt_luna,openai/gpt-5.6-luna,defocus_blur,3,1203,airplane,airplane,airplane,1,1,0.751,1.72e-05
gemini,google/gemini-3.1-flash-lite,defocus_blur,3,1197,airplane,airplane,airplane,1,1,1.666,0.0002845
gpt_terra,openai/gpt-5.6-terra,defocus_blur,3,1203,airplane,airplane,airplane,1,1,1.029,0.000172
gpt_sol,openai/gpt-5.6-sol,defocus_blur,3,1203,airplane,airplane,airplane,1,1,1.221,0.00016
gemini,google/gemini-3.1-flash-lite,defocus_blur,3,1203,airplane,airplane,airplane,1,1,1.296,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,3,1210,airplane,bird,bird,1,0,0.741,8.2e-05
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,3,1197,airplane,airplane,airplane,1,1,2.687,0.000212
gpt_luna,openai/gpt-5.6-luna,defocus_blur,3,1210,airplane,cat,cat,1,0,0.757,1.6e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,3,1188,airplane,airplane,airplane,1,1,4.295,0.000955
kimi,moonshotai/kimi-k3,defocus_blur,3,1197,airplane,bird,bird,1,0,2.116,0.0003306
gpt_sol,openai/gpt-5.6-sol,defocus_blur,3,1210,airplane,deer,deer,1,0,1.062,0.00016
grok,x-ai/grok-4.3,defocus_blur,3,1210,airplane,ship,ship,1,0,0.588,8.965e-05
gpt_terra,openai/gpt-5.6-terra,defocus_blur,3,1210,airplane,frog,frog,1,0,1.052,0.00016
gemini,google/gemini-3.1-flash-lite,defocus_blur,3,1210,airplane,airplane,airplane,1,1,1.28,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,3,1237,airplane,ship,ship,1,0,0.8,8.2e-05
gpt_sol,openai/gpt-5.6-sol,defocus_blur,3,1237,airplane,airplane,airplane,1,1,0.842,0.00016
grok,x-ai/grok-4.3,defocus_blur,3,1237,airplane,ship,ship,1,0,0.591,8.965e-05
kimi,moonshotai/kimi-k3,defocus_blur,3,1203,airplane,truck,truck,1,0,2.14,0.00034485
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,3,1203,airplane,airplane,airplane,1,1,2.867,0.000212
gpt_terra,openai/gpt-5.6-terra,defocus_blur,3,1237,airplane,airplane,airplane,1,1,0.971,0.000172
gpt_luna,openai/gpt-5.6-luna,defocus_blur,3,1237,airplane,airplane,airplane,1,1,1.307,1.72e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,3,1203,airplane,airplane,airplane,1,1,3.573,0.000955
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,3,1241,airplane,ship,ship,1,0,0.77,8.2e-05
gemini,google/gemini-3.1-flash-lite,defocus_blur,3,1237,airplane,airplane,airplane,1,1,1.434,0.0002845
kimi,moonshotai/kimi-k3,defocus_blur,3,1237,airplane,airplane,airplane,1,1,0.927,0.00034485
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,3,1210,airplane,bird,bird,1,0,2.806,0.000202
kimi,moonshotai/kimi-k3,defocus_blur,3,1188,airplane,airplane,airplane,1,1,5.674,0.000399
gpt_sol,openai/gpt-5.6-sol,defocus_blur,3,1241,airplane,ship,ship,1,0,0.947,0.00015
grok,x-ai/grok-4.3,defocus_blur,3,1241,airplane,ship,ship,1,0,0.562,8.965e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,3,1197,airplane,airplane,airplane,1,1,5.035,0.00183
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,3,1237,airplane,ship,ship,1,0,2.399,0.000202
kimi,moonshotai/kimi-k3,defocus_blur,3,1078,airplane,airplane,airplane,1,1,15.69,0.00034485
kimi,moonshotai/kimi-k3,defocus_blur,3,1183,airplane,airplane,airplane,1,1,6.867,0.000399
kimi,moonshotai/kimi-k3,defocus_blur,3,1241,airplane,ship,ship,1,0,0.873,0.0003306
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,3,1266,airplane,ship,ship,1,0,0.85,8.2e-05
gemini,google/gemini-3.1-flash-lite,defocus_blur,3,1241,airplane,ship,ship,1,0,1.242,0.0002845
grok,x-ai/grok-4.3,defocus_blur,3,1266,airplane,ship,ship,1,0,0.555,8.965e-05
gpt_terra,openai/gpt-5.6-terra,defocus_blur,3,1266,airplane,airplane,airplane,1,1,0.98,0.000172
gpt_sol,openai/gpt-5.6-sol,defocus_blur,3,1266,airplane,airplane,airplane,1,1,1.132,0.00016
gpt_terra,openai/gpt-5.6-terra,defocus_blur,3,1241,airplane,ship,ship,1,0,1.944,0.00016
gpt_luna,openai/gpt-5.6-luna,defocus_blur,3,1266,airplane,airplane,airplane,1,1,0.9,1.72e-05
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,3,1295,airplane,dog,dog,1,0,0.746,8.2e-05
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,3,1241,airplane,ship,ship,1,0,2.607,0.000202
gemini,google/gemini-3.1-flash-lite,defocus_blur,3,1266,airplane,airplane,airplane,1,1,1.402,0.0002845
grok,x-ai/grok-4.3,defocus_blur,3,1295,airplane,bird,bird,1,0,0.611,8.965e-05
gpt_luna,openai/gpt-5.6-luna,defocus_blur,3,1295,airplane,airplane,airplane,1,1,0.956,1.72e-05
gpt_terra,openai/gpt-5.6-terra,defocus_blur,3,1295,airplane,bird,bird,1,0,1.057,0.00016
gpt_sol,openai/gpt-5.6-sol,defocus_blur,3,1295,airplane,airplane,airplane,1,1,1.36,0.00016
gemini,google/gemini-3.1-flash-lite,defocus_blur,3,1295,airplane,airplane,airplane,1,1,1.396,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,3,1310,airplane,airplane,airplane,1,1,0.807,8.2e-05
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,3,1266,airplane,airplane,airplane,1,1,2.875,0.000212
gpt_luna,openai/gpt-5.6-luna,defocus_blur,3,1310,airplane,airplane,airplane,1,1,0.845,1.72e-05
gpt_sol,openai/gpt-5.6-sol,defocus_blur,3,1310,airplane,airplane,airplane,1,1,1.144,0.00016
gpt_terra,openai/gpt-5.6-terra,defocus_blur,3,1310,airplane,airplane,airplane,1,1,1.036,0.000172
grok,x-ai/grok-4.3,defocus_blur,3,1310,airplane,ship,ship,1,0,0.576,8.965e-05
kimi,moonshotai/kimi-k3,defocus_blur,3,1210,airplane,airplane,airplane,1,1,5.239,0.000399
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,3,1295,airplane,airplane,airplane,1,1,2.54,0.000212
claude_opus,anthropic/claude-opus-5,defocus_blur,3,1237,airplane,airplane,airplane,1,1,5.365,0.001255
claude_opus,anthropic/claude-opus-5,defocus_blur,3,1241,airplane,ship,ship,1,0,4.408,0.00083
gemini,google/gemini-3.1-flash-lite,defocus_blur,3,1310,airplane,airplane,airplane,1,1,1.218,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,3,1319,airplane,airplane,airplane,1,1,0.822,8.2e-05
grok,x-ai/grok-4.3,defocus_blur,3,1319,airplane,ship,ship,1,0,0.586,8.965e-05
gpt_sol,openai/gpt-5.6-sol,defocus_blur,3,1319,airplane,airplane,airplane,1,1,0.99,0.00016
gpt_terra,openai/gpt-5.6-terra,defocus_blur,3,1319,airplane,airplane,airplane,1,1,1.078,0.000172
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,3,1310,airplane,airplane,airplane,1,1,2.659,0.000212
gpt_luna,openai/gpt-5.6-luna,defocus_blur,3,1319,airplane,airplane,airplane,1,1,1.084,1.72e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,3,1210,airplane,airplane,airplane,1,1,7.231,0.00153
claude_opus,anthropic/claude-opus-5,defocus_blur,3,1295,airplane,airplane,airplane,1,1,3.707,0.00088
gemini,google/gemini-3.1-flash-lite,defocus_blur,3,1319,airplane,airplane,airplane,1,1,1.35,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,3,1322,airplane,truck,truck,1,0,0.766,8.2e-05
kimi,moonshotai/kimi-k3,defocus_blur,3,1266,airplane,airplane,airplane,1,1,4.24,0.000399
claude_opus,anthropic/claude-opus-5,defocus_blur,3,1266,airplane,bird,bird,1,0,5.053,0.002155
grok,x-ai/grok-4.3,defocus_blur,3,1322,airplane,ship,ship,1,0,0.721,8.965e-05
gpt_sol,openai/gpt-5.6-sol,defocus_blur,3,1322,airplane,horse,horse,1,0,1.079,0.00015
gpt_luna,openai/gpt-5.6-luna,defocus_blur,3,1322,airplane,airplane,airplane,1,1,0.848,1.72e-05
kimi,moonshotai/kimi-k3,defocus_blur,3,1189,airplane,airplane,airplane,1,1,9.918,0.000399
gpt_terra,openai/gpt-5.6-terra,defocus_blur,3,1322,airplane,airplane,airplane,1,1,1.084,0.000172
claude_opus,anthropic/claude-opus-5,defocus_blur,3,1310,airplane,airplane,airplane,1,1,3.782,0.000805
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,3,1319,airplane,airplane,airplane,1,1,2.385,0.000212
kimi,moonshotai/kimi-k3,defocus_blur,3,1319,airplane,airplane,airplane,1,1,2.08,0.000468
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,3,1323,airplane,ship,ship,1,0,0.754,8.2e-05
gemini,google/gemini-3.1-flash-lite,defocus_blur,3,1322,airplane,airplane,airplane,1,1,1.401,0.0002845
gpt_luna,openai/gpt-5.6-luna,defocus_blur,3,1323,airplane,ship,ship,1,0,0.772,1.6e-05
grok,x-ai/grok-4.3,defocus_blur,3,1323,airplane,ship,ship,1,0,0.687,8.965e-05
gpt_terra,openai/gpt-5.6-terra,defocus_blur,3,1323,airplane,ship,ship,1,0,1.025,0.00016
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,3,1343,airplane,airplane,airplane,1,1,0.821,8.2e-05
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,3,1322,airplane,automobile,automobile,1,0,2.834,0.000212
gemini,google/gemini-3.1-flash-lite,defocus_blur,3,1323,airplane,airplane,airplane,1,1,1.541,0.0002845
gpt_luna,openai/gpt-5.6-luna,defocus_blur,3,1343,airplane,airplane,airplane,1,1,0.812,1.72e-05
grok,x-ai/grok-4.3,defocus_blur,3,1343,airplane,ship,ship,1,0,0.622,8.965e-05
gpt_sol,openai/gpt-5.6-sol,defocus_blur,3,1323,airplane,airplane,airplane,1,1,1.975,0.00016
gpt_terra,openai/gpt-5.6-terra,defocus_blur,3,1343,airplane,airplane,airplane,1,1,1.227,0.000172
gpt_sol,openai/gpt-5.6-sol,defocus_blur,3,1343,airplane,airplane,airplane,1,1,1.364,0.00016
kimi,moonshotai/kimi-k3,defocus_blur,3,1343,airplane,airplane,airplane,1,1,0.752,0.00034485
kimi,moonshotai/kimi-k3,defocus_blur,3,1295,airplane,airplane,airplane,1,1,5.85,0.000399
claude_opus,anthropic/claude-opus-5,defocus_blur,3,1322,airplane,airplane,airplane,1,1,3.692,0.00083
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,3,1323,airplane,ship,ship,1,0,2.63,0.000202
gemini,google/gemini-3.1-flash-lite,defocus_blur,3,1343,airplane,airplane,airplane,1,1,1.477,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,3,6,automobile,dog,dog,1,0,0.807,8.2e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,3,1319,airplane,airplane,airplane,1,1,4.761,0.00103
gpt_sol,openai/gpt-5.6-sol,defocus_blur,3,6,automobile,dog,dog,1,0,0.874,0.00015
kimi,moonshotai/kimi-k3,defocus_blur,3,1310,airplane,airplane,airplane,1,1,5.056,0.000399
grok,x-ai/grok-4.3,defocus_blur,3,6,automobile,automobile,automobile,1,1,0.63,9.215e-05
gpt_terra,openai/gpt-5.6-terra,defocus_blur,3,6,automobile,automobile,automobile,1,1,0.857,0.000172
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,3,1343,airplane,airplane,airplane,1,1,2.434,0.000212
gpt_luna,openai/gpt-5.6-luna,defocus_blur,3,6,automobile,automobile,automobile,1,1,0.961,1.72e-05
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,3,9,automobile,truck,truck,1,0,0.819,8.2e-05
grok,x-ai/grok-4.3,defocus_blur,3,9,automobile,cat,cat,1,0,0.62,8.965e-05
gpt_luna,openai/gpt-5.6-luna,defocus_blur,3,9,automobile,airplane,airplane,1,0,0.891,1.72e-05
gpt_terra,openai/gpt-5.6-terra,defocus_blur,3,9,automobile,frog,frog,1,0,0.972,0.00016
gemini,google/gemini-3.1-flash-lite,defocus_blur,3,6,automobile,automobile,automobile,1,1,1.497,0.0002845
gpt_sol,openai/gpt-5.6-sol,defocus_blur,3,9,automobile,automobile,automobile,1,1,1.136,0.00016
claude_opus,anthropic/claude-opus-5,defocus_blur,3,1323,airplane,ship,ship,1,0,4.214,0.001755
gemini,google/gemini-3.1-flash-lite,defocus_blur,3,9,automobile,truck,truck,1,0,1.273,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,3,37,automobile,truck,truck,1,0,0.864,8.2e-05
grok,x-ai/grok-4.3,defocus_blur,3,37,automobile,automobile,automobile,1,1,0.598,9.215e-05
gpt_sol,openai/gpt-5.6-sol,defocus_blur,3,37,automobile,automobile,automobile,1,1,1.157,0.00016
