model,model_id,blur_type,severity,image_id,true_label,raw_response,prediction,valid_response,correct,latency_seconds,cost_usd
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,4,406,airplane,airplane,airplane,1,1,0.776,8.2e-05
gpt_luna,openai/gpt-5.6-luna,motion_blur,4,406,airplane,airplane,airplane,1,1,0.803,1.72e-05
kimi,moonshotai/kimi-k3,motion_blur,4,352,airplane,airplane,airplane,1,1,2.521,0.0001851
gemini,google/gemini-3.1-flash-lite,motion_blur,4,382,airplane,airplane,airplane,1,1,1.492,0.0002845
gpt_terra,openai/gpt-5.6-terra,motion_blur,4,406,airplane,airplane,airplane,1,1,0.908,0.000172
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,4,416,airplane,airplane,airplane,1,1,0.783,8.2e-05
grok,x-ai/grok-4.3,motion_blur,4,416,airplane,ship,ship,1,0,0.681,8.965e-05
gpt_sol,openai/gpt-5.6-sol,motion_blur,4,406,airplane,airplane,airplane,1,1,1.019,0.00016
gpt_luna,openai/gpt-5.6-luna,motion_blur,4,416,airplane,bird,bird,1,0,0.836,1.6e-05
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,4,376,airplane,airplane,airplane,1,1,2.385,0.000212
gpt_sol,openai/gpt-5.6-sol,motion_blur,4,378,airplane,airplane,airplane,1,1,2.048,0.00016
gemini,google/gemini-3.1-flash-lite,motion_blur,4,398,airplane,truck,truck,1,0,1.31,0.0002845
gpt_sol,openai/gpt-5.6-sol,motion_blur,4,398,airplane,airplane,airplane,1,1,1.624,0.00016
kimi,moonshotai/kimi-k3,motion_blur,4,416,airplane,bird,bird,1,0,0.889,0.0003306
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,4,422,airplane,airplane,airplane,1,1,0.795,8.2e-05
grok,x-ai/grok-4.3,motion_blur,4,422,airplane,ship,ship,1,0,0.688,8.965e-05
gpt_terra,openai/gpt-5.6-terra,motion_blur,4,416,airplane,frog,frog,1,0,1.041,0.00016
gpt_terra,openai/gpt-5.6-terra,motion_blur,4,422,airplane,airplane,airplane,1,1,0.892,0.000172
grok,x-ai/grok-4.3,motion_blur,4,423,airplane,ship,ship,1,0,0.506,8.965e-05
gpt_sol,openai/gpt-5.6-sol,motion_blur,4,422,airplane,airplane,airplane,1,1,0.935,0.00016
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,4,423,airplane,airplane,airplane,1,1,0.803,8.2e-05
gpt_terra,openai/gpt-5.6-terra,motion_blur,4,423,airplane,airplane,airplane,1,1,0.828,0.000172
gemini,google/gemini-3.1-flash-lite,motion_blur,4,406,airplane,airplane,airplane,1,1,1.425,0.0002845
gpt_luna,openai/gpt-5.6-luna,motion_blur,4,423,airplane,airplane,airplane,1,1,0.915,1.72e-05
grok,x-ai/grok-4.3,motion_blur,4,428,airplane,cat,cat,1,0,0.488,8.965e-05
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,4,378,airplane,frog,frog,1,0,2.722,0.000202
gpt_sol,openai/gpt-5.6-sol,motion_blur,4,423,airplane,airplane,airplane,1,1,1.094,0.00016
kimi,moonshotai/kimi-k3,motion_blur,4,376,airplane,airplane,airplane,1,1,2.857,0.0001851
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,4,398,airplane,airplane,airplane,1,1,2.307,0.000212
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,4,428,airplane,bird,bird,1,0,0.91,8.2e-05
gpt_sol,openai/gpt-5.6-sol,motion_blur,4,382,airplane,bird,bird,1,0,2.542,0.00015
gpt_luna,openai/gpt-5.6-luna,motion_blur,4,422,airplane,automobile,automobile,1,0,1.367,1.72e-05
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,4,382,airplane,airplane,airplane,1,1,2.7,0.000212
gpt_terra,openai/gpt-5.6-terra,motion_blur,4,428,airplane,frog,frog,1,0,0.956,0.00016
grok,x-ai/grok-4.3,motion_blur,4,447,airplane,airplane,airplane,1,1,0.656,9.215e-05
gpt_sol,openai/gpt-5.6-sol,motion_blur,4,416,airplane,airplane,airplane,1,1,1.76,0.00016
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,4,447,airplane,airplane,airplane,1,1,0.859,8.2e-05
gpt_luna,openai/gpt-5.6-luna,motion_blur,4,447,airplane,airplane,airplane,1,1,0.775,1.72e-05
gpt_luna,openai/gpt-5.6-luna,motion_blur,4,428,airplane,frog,frog,1,0,1.019,1.6e-05
gemini,google/gemini-3.1-flash-lite,motion_blur,4,423,airplane,airplane,airplane,1,1,1.378,0.0002845
gemini,google/gemini-3.1-flash-lite,motion_blur,4,422,airplane,ship,ship,1,0,1.538,0.0002845
gpt_sol,openai/gpt-5.6-sol,motion_blur,4,447,airplane,airplane,airplane,1,1,0.9,0.00016
gpt_terra,openai/gpt-5.6-terra,motion_blur,4,447,airplane,airplane,airplane,1,1,0.884,0.000172
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,4,473,airplane,ship,ship,1,0,0.738,8.2e-05
kimi,moonshotai/kimi-k3,motion_blur,4,406,airplane,airplane,airplane,1,1,2.061,0.000363
gpt_luna,openai/gpt-5.6-luna,motion_blur,4,473,airplane,ship,ship,1,0,0.727,1.6e-05
kimi,moonshotai/kimi-k3,motion_blur,4,398,airplane,airplane,airplane,1,1,2.479,0.0001851
grok,x-ai/grok-4.3,motion_blur,4,473,airplane,ship,ship,1,0,0.712,8.965e-05
kimi,moonshotai/kimi-k3,motion_blur,4,428,airplane,frog,frog,1,0,1.333,0.0003306
gpt_terra,openai/gpt-5.6-terra,motion_blur,4,473,airplane,frog,frog,1,0,0.981,0.00016
gpt_sol,openai/gpt-5.6-sol,motion_blur,4,428,airplane,bird,bird,1,0,1.536,0.00015
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,4,416,airplane,airplane,airplane,1,1,2.36,0.000212
grok,x-ai/grok-4.3,motion_blur,4,477,airplane,frog,frog,1,0,0.596,8.965e-05
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,4,406,airplane,airplane,airplane,1,1,2.626,0.000212
grok,x-ai/grok-4.3,motion_blur,4,489,airplane,airplane,airplane,1,1,0.486,9.215e-05
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,4,477,airplane,bird,bird,1,0,0.765,8.2e-05
gemini,google/gemini-3.1-flash-lite,motion_blur,4,428,airplane,frog,frog,1,0,1.585,0.0002845
kimi,moonshotai/kimi-k3,motion_blur,4,477,airplane,airplane,airplane,1,1,0.741,0.000363
gemini,google/gemini-3.1-flash-lite,motion_blur,4,447,airplane,airplane,airplane,1,1,1.437,0.0002845
gpt_sol,openai/gpt-5.6-sol,motion_blur,4,477,airplane,airplane,airplane,1,1,0.984,0.00016
gpt_sol,openai/gpt-5.6-sol,motion_blur,4,473,airplane,airplane,airplane,1,1,1.385,0.00016
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,4,489,airplane,airplane,airplane,1,1,0.827,8.2e-05
gpt_luna,openai/gpt-5.6-luna,motion_blur,4,477,airplane,airplane,airplane,1,1,0.984,1.72e-05
gemini,google/gemini-3.1-flash-lite,motion_blur,4,416,airplane,airplane,airplane,1,1,2.59,0.0002845
gpt_terra,openai/gpt-5.6-terra,motion_blur,4,477,airplane,frog,frog,1,0,1.007,0.00016
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,4,422,airplane,airplane,airplane,1,1,2.538,0.000212
gpt_terra,openai/gpt-5.6-terra,motion_blur,4,489,airplane,airplane,airplane,1,1,0.917,0.000172
gpt_luna,openai/gpt-5.6-luna,motion_blur,4,489,airplane,airplane,airplane,1,1,0.885,1.72e-05
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,4,423,airplane,airplane,airplane,1,1,2.377,0.000212
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,4,491,airplane,bird,bird,1,0,0.838,8.2e-05
gemini,google/gemini-3.1-flash-lite,motion_blur,4,473,airplane,airplane,airplane,1,1,1.457,0.0002845
gpt_sol,openai/gpt-5.6-sol,motion_blur,4,489,airplane,airplane,airplane,1,1,1.062,0.00016
gpt_terra,openai/gpt-5.6-terra,motion_blur,4,491,airplane,airplane,airplane,1,1,0.788,0.000172
grok,x-ai/grok-4.3,motion_blur,4,491,airplane,ship,ship,1,0,0.702,8.965e-05
kimi,moonshotai/kimi-k3,motion_blur,4,422,airplane,ship,ship,1,0,2.593,0.0001701
gpt_luna,openai/gpt-5.6-luna,motion_blur,4,491,airplane,airplane,airplane,1,1,0.808,1.72e-05
grok,x-ai/grok-4.3,motion_blur,4,496,airplane,frog,frog,1,0,0.536,8.965e-05
kimi,moonshotai/kimi-k3,motion_blur,4,423,airplane,airplane,airplane,1,1,2.495,0.0001851
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,4,428,airplane,bird,bird,1,0,2.456,0.000202
gpt_terra,openai/gpt-5.6-terra,motion_blur,4,496,airplane,frog,frog,1,0,0.821,0.00016
grok,x-ai/grok-4.3,motion_blur,4,499,airplane,bird,bird,1,0,0.482,8.965e-05
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,4,496,airplane,bird,bird,1,0,0.897,8.2e-05
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,4,447,airplane,airplane,airplane,1,1,2.28,0.000212
gpt_luna,openai/gpt-5.6-luna,motion_blur,4,496,airplane,airplane,airplane,1,1,1.04,1.72e-05
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,4,499,airplane,bird,bird,1,0,0.782,8.2e-05
grok,x-ai/grok-4.3,motion_blur,4,522,airplane,frog,frog,1,0,0.497,8.965e-05
gpt_luna,openai/gpt-5.6-luna,motion_blur,4,499,airplane,bird,bird,1,0,0.797,1.6e-05
gemini,google/gemini-3.1-flash-lite,motion_blur,4,489,airplane,airplane,airplane,1,1,1.627,0.0002845
gemini,google/gemini-3.1-flash-lite,motion_blur,4,477,airplane,airplane,airplane,1,1,1.811,0.0002845
gemini,google/gemini-3.1-flash-lite,motion_blur,4,491,airplane,airplane,airplane,1,1,1.265,0.0002845
gpt_terra,openai/gpt-5.6-terra,motion_blur,4,499,airplane,bird,bird,1,0,0.903,0.00016
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,4,522,airplane,bird,bird,1,0,0.802,8.2e-05
gpt_sol,openai/gpt-5.6-sol,motion_blur,4,491,airplane,airplane,airplane,1,1,1.537,0.00016
gpt_luna,openai/gpt-5.6-luna,motion_blur,4,522,airplane,frog,frog,1,0,0.769,1.6e-05
gpt_sol,openai/gpt-5.6-sol,motion_blur,4,499,airplane,airplane,airplane,1,1,1.02,0.00016
grok,x-ai/grok-4.3,motion_blur,4,524,airplane,ship,ship,1,0,0.488,8.965e-05
kimi,moonshotai/kimi-k3,motion_blur,4,447,airplane,airplane,airplane,1,1,2.655,0.000468
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,4,473,airplane,airplane,airplane,1,1,2.661,0.000212
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,4,524,airplane,airplane,airplane,1,1,0.793,8.2e-05
gpt_terra,openai/gpt-5.6-terra,motion_blur,4,522,airplane,frog,frog,1,0,1.047,0.00016
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,4,477,airplane,deer,deer,1,0,2.38,0.000202
gemini,google/gemini-3.1-flash-lite,motion_blur,4,496,airplane,airplane,airplane,1,1,1.48,0.0002845
kimi,moonshotai/kimi-k3,motion_blur,4,473,airplane,ship,ship,1,0,2.498,0.0001701
gpt_terra,openai/gpt-5.6-terra,motion_blur,4,524,airplane,ship,ship,1,0,0.879,0.00016
gpt_sol,openai/gpt-5.6-sol,motion_blur,4,522,airplane,airplane,airplane,1,1,1.237,0.00016
gemini,google/gemini-3.1-flash-lite,motion_blur,4,499,airplane,airplane,airplane,1,1,1.426,0.0002845
grok,x-ai/grok-4.3,motion_blur,4,526,airplane,ship,ship,1,0,0.611,8.965e-05
gpt_luna,openai/gpt-5.6-luna,motion_blur,4,524,airplane,airplane,airplane,1,1,0.949,1.72e-05
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,4,526,airplane,bird,bird,1,0,0.77,8.2e-05
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,4,489,airplane,airplane,airplane,1,1,2.42,0.000212
gpt_luna,openai/gpt-5.6-luna,motion_blur,4,526,airplane,cat,cat,1,0,0.744,1.6e-05
gpt_sol,openai/gpt-5.6-sol,motion_blur,4,524,airplane,airplane,airplane,1,1,1.16,0.00016
grok,x-ai/grok-4.3,motion_blur,4,527,airplane,ship,ship,1,0,0.48,8.965e-05
gpt_sol,openai/gpt-5.6-sol,motion_blur,4,496,airplane,bird,bird,1,0,2.0,0.00015
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,4,527,airplane,airplane,airplane,1,1,0.754,8.2e-05
gpt_luna,openai/gpt-5.6-luna,motion_blur,4,527,airplane,airplane,airplane,1,1,0.728,1.72e-05
gpt_terra,openai/gpt-5.6-terra,motion_blur,4,526,airplane,cat,cat,1,0,0.982,0.00016
gpt_sol,openai/gpt-5.6-sol,motion_blur,4,526,airplane,airplane,airplane,1,1,1.047,0.00016
kimi,moonshotai/kimi-k3,motion_blur,4,489,airplane,airplane,airplane,1,1,2.645,0.0001851
gpt_terra,openai/gpt-5.6-terra,motion_blur,4,527,airplane,airplane,airplane,1,1,0.876,0.000172
grok,x-ai/grok-4.3,motion_blur,4,531,airplane,ship,ship,1,0,0.578,8.965e-05
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,4,531,airplane,bird,bird,1,0,0.759,8.2e-05
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,4,491,airplane,airplane,airplane,1,1,2.803,0.000212
gpt_terra,openai/gpt-5.6-terra,motion_blur,4,531,airplane,cat,cat,1,0,0.745,0.00016
gemini,google/gemini-3.1-flash-lite,motion_blur,4,524,airplane,airplane,airplane,1,1,1.64,0.0002845
grok,x-ai/grok-4.3,motion_blur,4,539,airplane,ship,ship,1,0,0.559,8.965e-05
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,4,499,airplane,airplane,airplane,1,1,2.307,0.000212
gemini,google/gemini-3.1-flash-lite,motion_blur,4,526,airplane,horse,horse,1,0,1.404,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,4,539,airplane,automobile,automobile,1,0,0.753,8.2e-05
gpt_sol,openai/gpt-5.6-sol,motion_blur,4,527,airplane,airplane,airplane,1,1,1.357,0.00016
gpt_terra,openai/gpt-5.6-terra,motion_blur,4,539,airplane,ship,ship,1,0,0.776,0.00016
gpt_luna,openai/gpt-5.6-luna,motion_blur,4,539,airplane,ship,ship,1,0,0.8,1.6e-05
kimi,moonshotai/kimi-k3,motion_blur,4,491,airplane,bird,bird,1,0,2.85,0.0001701
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,4,560,airplane,airplane,airplane,1,1,0.767,8.2e-05
gemini,google/gemini-3.1-flash-lite,motion_blur,4,527,airplane,airplane,airplane,1,1,1.461,0.0002845
gpt_luna,openai/gpt-5.6-luna,motion_blur,4,560,airplane,airplane,airplane,1,1,0.691,1.72e-05
grok,x-ai/grok-4.3,motion_blur,4,560,airplane,ship,ship,1,0,0.549,8.965e-05
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,4,522,airplane,airplane,airplane,1,1,2.514,0.000212
gemini,google/gemini-3.1-flash-lite,motion_blur,4,531,airplane,cat,cat,1,0,1.241,0.0002845
kimi,moonshotai/kimi-k3,motion_blur,4,522,airplane,airplane,airplane,1,1,2.34,0.000468
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,4,496,airplane,airplane,airplane,1,1,3.024,0.000212
gpt_terra,openai/gpt-5.6-terra,motion_blur,4,560,airplane,airplane,airplane,1,1,0.817,0.000172
gpt_sol,openai/gpt-5.6-sol,motion_blur,4,560,airplane,airplane,airplane,1,1,0.871,0.00016
gpt_sol,openai/gpt-5.6-sol,motion_blur,4,539,airplane,airplane,airplane,1,1,1.17,0.00016
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,4,524,airplane,airplane,airplane,1,1,2.38,0.000212
kimi,moonshotai/kimi-k3,motion_blur,4,496,airplane,dog,dog,1,0,2.889,0.0001701
gpt_luna,openai/gpt-5.6-luna,motion_blur,4,531,airplane,bird,bird,1,0,1.433,1.6e-05
grok,x-ai/grok-4.3,motion_blur,4,581,airplane,ship,ship,1,0,0.563,8.965e-05
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,4,581,airplane,ship,ship,1,0,0.775,8.2e-05
gemini,google/gemini-3.1-flash-lite,motion_blur,4,522,airplane,frog,frog,1,0,2.67,0.0002845
kimi,moonshotai/kimi-k3,motion_blur,4,527,airplane,airplane,airplane,1,1,1.904,0.000468
gpt_terra,openai/gpt-5.6-terra,motion_blur,4,581,airplane,bird,bird,1,0,0.845,0.00016
gpt_luna,openai/gpt-5.6-luna,motion_blur,4,581,airplane,airplane,airplane,1,1,0.86,1.72e-05
grok,x-ai/grok-4.3,motion_blur,4,584,airplane,ship,ship,1,0,0.533,8.965e-05
kimi,moonshotai/kimi-k3,motion_blur,4,524,airplane,airplane,airplane,1,1,2.706,0.000468
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,4,584,airplane,bird,bird,1,0,0.801,8.2e-05
gpt_luna,openai/gpt-5.6-luna,motion_blur,4,584,airplane,airplane,airplane,1,1,0.733,1.72e-05
kimi,moonshotai/kimi-k3,motion_blur,4,526,airplane,airplane,airplane,1,1,2.402,0.0001851
grok,x-ai/grok-4.3,motion_blur,4,602,airplane,ship,ship,1,0,0.593,8.965e-05
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,4,526,airplane,airplane,airplane,1,1,2.597,0.000212
gemini,google/gemini-3.1-flash-lite,motion_blur,4,539,airplane,airplane,airplane,1,1,1.724,0.0002845
gpt_sol,openai/gpt-5.6-sol,motion_blur,4,584,airplane,airplane,airplane,1,1,0.801,0.00016
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,4,527,airplane,airplane,airplane,1,1,2.487,0.000212
gpt_sol,openai/gpt-5.6-sol,motion_blur,4,581,airplane,airplane,airplane,1,1,1.192,0.00016
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,4,602,airplane,ship,ship,1,0,0.787,8.2e-05
gemini,google/gemini-3.1-flash-lite,motion_blur,4,560,airplane,airplane,airplane,1,1,1.443,0.0002845
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,4,531,airplane,ship,ship,1,0,2.375,0.000202
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,4,638,airplane,ship,ship,1,0,0.731,8.2e-05
grok,x-ai/grok-4.3,motion_blur,4,638,airplane,ship,ship,1,0,0.551,8.965e-05
gpt_terra,openai/gpt-5.6-terra,motion_blur,4,602,airplane,ship,ship,1,0,1.004,0.00016
kimi,moonshotai/kimi-k3,motion_blur,4,581,airplane,ship,ship,1,0,1.399,0.000453
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,4,539,airplane,automobile,automobile,1,0,2.298,0.000212
gpt_sol,openai/gpt-5.6-sol,motion_blur,4,638,airplane,airplane,airplane,1,1,0.84,0.00016
grok,x-ai/grok-4.3,motion_blur,4,642,airplane,ship,ship,1,0,0.499,8.965e-05
gemini,google/gemini-3.1-flash-lite,motion_blur,4,581,airplane,airplane,airplane,1,1,1.576,0.0002845
gemini,google/gemini-3.1-flash-lite,motion_blur,4,584,airplane,airplane,airplane,1,1,1.388,0.0002845
gpt_sol,openai/gpt-5.6-sol,motion_blur,4,531,airplane,bird,bird,1,0,2.675,0.00015
gpt_sol,openai/gpt-5.6-sol,motion_blur,4,602,airplane,airplane,airplane,1,1,1.301,0.00016
gpt_terra,openai/gpt-5.6-terra,motion_blur,4,638,airplane,ship,ship,1,0,0.923,0.00016
kimi,moonshotai/kimi-k3,motion_blur,4,539,airplane,airplane,airplane,1,1,2.36,0.00034485
kimi,moonshotai/kimi-k3,motion_blur,4,499,airplane,airplane,airplane,1,1,3.995,0.000399
gpt_terra,openai/gpt-5.6-terra,motion_blur,4,642,airplane,ship,ship,1,0,0.733,0.00016
gpt_luna,openai/gpt-5.6-luna,motion_blur,4,638,airplane,ship,ship,1,0,0.995,1.6e-05
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,4,642,airplane,ship,ship,1,0,0.787,8.2e-05
gemini,google/gemini-3.1-flash-lite,motion_blur,4,602,airplane,airplane,airplane,1,1,1.402,0.0002845
gpt_sol,openai/gpt-5.6-sol,motion_blur,4,642,airplane,airplane,airplane,1,1,0.943,0.00016
kimi,moonshotai/kimi-k3,motion_blur,4,638,airplane,ship,ship,1,0,0.99,0.0003306
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,4,667,airplane,airplane,airplane,1,1,0.978,8.2e-05
gpt_luna,openai/gpt-5.6-luna,motion_blur,4,602,airplane,airplane,airplane,1,1,1.727,1.72e-05
grok,x-ai/grok-4.3,motion_blur,4,667,airplane,ship,ship,1,0,0.73,8.965e-05
grok,x-ai/grok-4.3,motion_blur,4,675,airplane,ship,ship,1,0,0.52,8.965e-05
gemini,google/gemini-3.1-flash-lite,motion_blur,4,638,airplane,ship,ship,1,0,1.402,0.0002845
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,4,581,airplane,ship,ship,1,0,2.432,0.000202
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,4,675,airplane,bird,bird,1,0,0.72,8.2e-05
gpt_luna,openai/gpt-5.6-luna,motion_blur,4,642,airplane,ship,ship,1,0,1.184,1.6e-05
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,4,560,airplane,airplane,airplane,1,1,2.773,0.000212
gpt_luna,openai/gpt-5.6-luna,motion_blur,4,667,airplane,airplane,airplane,1,1,0.896,1.72e-05
gpt_terra,openai/gpt-5.6-terra,motion_blur,4,667,airplane,airplane,airplane,1,1,1.007,0.000172
kimi,moonshotai/kimi-k3,motion_blur,4,560,airplane,airplane,airplane,1,1,2.53,0.0001851
gpt_terra,openai/gpt-5.6-terra,motion_blur,4,584,airplane,airplane,airplane,1,1,2.091,0.000172
gpt_terra,openai/gpt-5.6-terra,motion_blur,4,675,airplane,frog,frog,1,0,0.822,0.00016
gpt_luna,openai/gpt-5.6-luna,motion_blur,4,675,airplane,ship,ship,1,0,0.812,1.6e-05
grok,x-ai/grok-4.3,motion_blur,4,678,airplane,ship,ship,1,0,0.534,8.965e-05
gemini,google/gemini-3.1-flash-lite,motion_blur,4,642,airplane,airplane,airplane,1,1,1.435,0.0002845
kimi,moonshotai/kimi-k3,motion_blur,4,675,airplane,ship,ship,1,0,0.794,0.0003306
kimi,moonshotai/kimi-k3,motion_blur,4,667,airplane,airplane,airplane,1,1,1.043,0.00034485
kimi,moonshotai/kimi-k3,motion_blur,4,531,airplane,dog,dog,1,0,3.358,0.000384
gpt_sol,openai/gpt-5.6-sol,motion_blur,4,675,airplane,airplane,airplane,1,1,1.011,0.00016
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,4,584,airplane,airplane,airplane,1,1,2.467,0.000212
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,4,678,airplane,airplane,airplane,1,1,0.803,8.2e-05
gpt_luna,openai/gpt-5.6-luna,motion_blur,4,678,airplane,airplane,airplane,1,1,0.822,1.72e-05
gpt_terra,openai/gpt-5.6-terra,motion_blur,4,678,airplane,airplane,airplane,1,1,0.891,0.000172
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,4,602,airplane,airplane,airplane,1,1,2.435,0.000212
grok,x-ai/grok-4.3,motion_blur,4,689,airplane,ship,ship,1,0,0.591,8.965e-05
gemini,google/gemini-3.1-flash-lite,motion_blur,4,667,airplane,airplane,airplane,1,1,1.452,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,4,689,airplane,bird,bird,1,0,0.744,8.2e-05
gpt_sol,openai/gpt-5.6-sol,motion_blur,4,678,airplane,airplane,airplane,1,1,1.139,0.00016
gemini,google/gemini-3.1-flash-lite,motion_blur,4,675,airplane,airplane,airplane,1,1,1.302,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,4,742,airplane,ship,ship,1,0,0.761,8.2e-05
grok,x-ai/grok-4.3,motion_blur,4,742,airplane,ship,ship,1,0,0.586,8.965e-05
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,4,638,airplane,frog,frog,1,0,2.493,0.000202
gpt_luna,openai/gpt-5.6-luna,motion_blur,4,689,airplane,cat,cat,1,0,0.957,1.6e-05
gpt_terra,openai/gpt-5.6-terra,motion_blur,4,689,airplane,frog,frog,1,0,0.994,0.00016
gpt_sol,openai/gpt-5.6-sol,motion_blur,4,689,airplane,bird,bird,1,0,1.076,0.00015
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,4,763,airplane,horse,horse,1,0,0.793,8.2e-05
kimi,moonshotai/kimi-k3,motion_blur,4,584,airplane,airplane,airplane,1,1,2.996,0.0001851
grok,x-ai/grok-4.3,motion_blur,4,763,airplane,ship,ship,1,0,0.749,8.965e-05
gpt_terra,openai/gpt-5.6-terra,motion_blur,4,763,airplane,cat,cat,1,0,0.887,0.00016
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,4,667,airplane,airplane,airplane,1,1,2.302,0.000212
gemini,google/gemini-3.1-flash-lite,motion_blur,4,678,airplane,airplane,airplane,1,1,1.606,0.0002845
gpt_terra,openai/gpt-5.6-terra,motion_blur,4,742,airplane,ship,ship,1,0,1.171,0.00016
kimi,moonshotai/kimi-k3,motion_blur,4,642,airplane,ship,ship,1,0,2.454,0.0001701
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,4,767,airplane,ship,ship,1,0,0.777,8.2e-05
grok,x-ai/grok-4.3,motion_blur,4,767,airplane,ship,ship,1,0,0.585,8.965e-05
gpt_luna,openai/gpt-5.6-luna,motion_blur,4,742,airplane,airplane,airplane,1,1,1.251,1.72e-05
gpt_sol,openai/gpt-5.6-sol,motion_blur,4,667,airplane,airplane,airplane,1,1,2.448,0.00016
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,4,642,airplane,airplane,airplane,1,1,2.675,0.000212
gpt_luna,openai/gpt-5.6-luna,motion_blur,4,767,airplane,ship,ship,1,0,0.759,1.6e-05
gemini,google/gemini-3.1-flash-lite,motion_blur,4,742,airplane,airplane,airplane,1,1,1.289,0.0002845
gpt_luna,openai/gpt-5.6-luna,motion_blur,4,763,airplane,airplane,airplane,1,1,1.12,1.72e-05
gpt_terra,openai/gpt-5.6-terra,motion_blur,4,767,airplane,airplane,airplane,1,1,0.932,0.000172
kimi,moonshotai/kimi-k3,motion_blur,4,678,airplane,airplane,airplane,1,1,1.824,0.000468
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,4,774,airplane,bird,bird,1,0,0.743,8.2e-05
grok,x-ai/grok-4.3,motion_blur,4,774,airplane,bird,bird,1,0,0.539,8.965e-05
gemini,google/gemini-3.1-flash-lite,motion_blur,4,689,airplane,airplane,airplane,1,1,1.735,0.0002845
gpt_sol,openai/gpt-5.6-sol,motion_blur,4,742,airplane,airplane,airplane,1,1,1.662,0.00016
gemini,google/gemini-3.1-flash-lite,motion_blur,4,763,airplane,airplane,airplane,1,1,1.422,0.0002845
gpt_terra,openai/gpt-5.6-terra,motion_blur,4,774,airplane,airplane,airplane,1,1,0.792,0.000172
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,4,675,airplane,airplane,airplane,1,1,2.538,0.000212
gpt_sol,openai/gpt-5.6-sol,motion_blur,4,774,airplane,airplane,airplane,1,1,0.925,0.00016
grok,x-ai/grok-4.3,motion_blur,4,778,airplane,ship,ship,1,0,0.543,8.965e-05
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,4,778,airplane,frog,frog,1,0,0.727,8.7e-05
