model,model_id,blur_type,severity,image_id,true_label,raw_response,prediction,valid_response,correct,latency_seconds,cost_usd
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,3,1374,bird,bird,bird,1,1,2.192,0.000202
grok,x-ai/grok-4.3,glass_blur,3,1382,bird,bird,bird,1,1,0.577,8.965e-05
gemini,google/gemini-3.1-flash-lite,glass_blur,3,1382,bird,bird,bird,1,1,1.336,0.0002845
kimi,moonshotai/kimi-k3,glass_blur,3,1374,bird,bird,bird,1,1,2.01,0.0003306
kimi,moonshotai/kimi-k3,glass_blur,3,1257,bird,deer,deer,1,0,12.204,0.0003828
gpt_sol,openai/gpt-5.6-sol,glass_blur,3,1392,bird,bird,bird,1,1,0.865,0.00015
gpt_luna,openai/gpt-5.6-luna,glass_blur,3,1392,bird,dog,dog,1,0,0.984,1.6e-05
grok,x-ai/grok-4.3,glass_blur,3,1392,bird,frog,frog,1,0,0.567,8.965e-05
claude_opus,anthropic/claude-opus-5,glass_blur,3,1374,bird,bird,bird,1,1,3.584,0.000955
claude_opus,anthropic/claude-opus-5,glass_blur,3,1356,bird,deer,deer,1,0,5.083,0.002155
gemini,google/gemini-3.1-flash-lite,glass_blur,3,1392,bird,dog,dog,1,0,1.28,0.0002845
gpt_sol,openai/gpt-5.6-sol,glass_blur,3,1382,bird,airplane,airplane,1,0,2.472,0.00016
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,3,1382,bird,bird,bird,1,1,2.784,0.000202
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,3,1399,bird,bird,bird,1,1,0.748,8.2e-05
kimi,moonshotai/kimi-k3,glass_blur,3,1392,bird,bird,bird,1,1,1.254,0.0003306
grok,x-ai/grok-4.3,glass_blur,3,1399,bird,bird,bird,1,1,0.604,8.965e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,3,1392,bird,bird,bird,1,1,1.993,0.00016
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,3,1392,bird,frog,frog,1,0,2.511,0.000202
gpt_sol,openai/gpt-5.6-sol,glass_blur,3,1399,bird,airplane,airplane,1,0,1.135,0.00016
gpt_luna,openai/gpt-5.6-luna,glass_blur,3,1399,bird,airplane,airplane,1,0,1.105,1.72e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,3,1399,bird,airplane,airplane,1,0,1.27,0.000172
claude_opus,anthropic/claude-opus-5,glass_blur,3,1382,bird,bird,bird,1,1,3.891,0.000705
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,3,1450,bird,cat,cat,1,0,0.794,8.2e-05
gemini,google/gemini-3.1-flash-lite,glass_blur,3,1399,bird,airplane,airplane,1,0,1.447,0.0002845
gpt_terra,openai/gpt-5.6-terra,glass_blur,3,1450,bird,bird,bird,1,1,0.82,0.00016
gpt_luna,openai/gpt-5.6-luna,glass_blur,3,1450,bird,deer,deer,1,0,0.938,1.72e-05
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,3,1399,bird,bird,bird,1,1,2.37,0.000202
grok,x-ai/grok-4.3,glass_blur,3,1450,bird,frog,frog,1,0,0.732,8.965e-05
gpt_luna,openai/gpt-5.6-luna,glass_blur,3,1382,bird,airplane,airplane,1,0,4.209,1.72e-05
gpt_sol,openai/gpt-5.6-sol,glass_blur,3,1450,bird,bird,bird,1,1,1.603,0.00015
gemini,google/gemini-3.1-flash-lite,glass_blur,3,1450,bird,deer,deer,1,0,1.284,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,3,0,cat,bird,bird,1,0,0.789,8.2e-05
claude_opus,anthropic/claude-opus-5,glass_blur,3,1392,bird,bird,bird,1,1,4.363,0.00158
gpt_luna,openai/gpt-5.6-luna,glass_blur,3,0,cat,deer,deer,1,0,0.811,1.72e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,3,0,cat,frog,frog,1,0,1.073,0.00016
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,3,1392,bird,bird,bird,1,1,4.764,8.2e-05
grok,x-ai/grok-4.3,glass_blur,3,0,cat,ship,ship,1,0,0.805,8.965e-05
gemini,google/gemini-3.1-flash-lite,glass_blur,3,0,cat,cat,cat,1,1,1.168,0.0002845
gpt_sol,openai/gpt-5.6-sol,glass_blur,3,0,cat,cat,cat,1,1,1.328,0.00015
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,3,1450,bird,frog,frog,1,0,2.698,0.000202
kimi,moonshotai/kimi-k3,glass_blur,3,1321,bird,bird,bird,1,1,12.064,0.0003828
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,3,8,cat,cat,cat,1,1,0.785,8.2e-05
grok,x-ai/grok-4.3,glass_blur,3,8,cat,cat,cat,1,1,0.703,8.965e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,3,8,cat,cat,cat,1,1,1.019,0.00016
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,3,0,cat,cat,cat,1,1,2.638,0.000202
gpt_luna,openai/gpt-5.6-luna,glass_blur,3,8,cat,deer,deer,1,0,1.031,1.72e-05
claude_opus,anthropic/claude-opus-5,glass_blur,3,1399,bird,bird,bird,1,1,4.692,0.00133
gemini,google/gemini-3.1-flash-lite,glass_blur,3,8,cat,frog,frog,1,0,1.339,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,3,46,cat,cat,cat,1,1,0.766,8.2e-05
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,3,8,cat,cat,cat,1,1,2.094,0.000202
gpt_sol,openai/gpt-5.6-sol,glass_blur,3,8,cat,deer,deer,1,0,1.711,0.00016
gpt_luna,openai/gpt-5.6-luna,glass_blur,3,46,cat,dog,dog,1,0,0.807,1.6e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,3,46,cat,cat,cat,1,1,0.826,0.00016
kimi,moonshotai/kimi-k3,glass_blur,3,1330,bird,frog,frog,1,0,12.231,0.0003828
grok,x-ai/grok-4.3,glass_blur,3,46,cat,cat,cat,1,1,0.578,8.965e-05
gpt_sol,openai/gpt-5.6-sol,glass_blur,3,46,cat,dog,dog,1,0,1.054,0.00015
claude_opus,anthropic/claude-opus-5,glass_blur,3,1450,bird,bird,bird,1,1,4.82,0.00168
claude_opus,anthropic/claude-opus-5,glass_blur,3,0,cat,cat,cat,1,1,4.005,0.00093
kimi,moonshotai/kimi-k3,glass_blur,3,46,cat,dog,dog,1,0,0.814,0.0003306
gemini,google/gemini-3.1-flash-lite,glass_blur,3,46,cat,cat,cat,1,1,1.267,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,3,53,cat,cat,cat,1,1,0.78,8.2e-05
grok,x-ai/grok-4.3,glass_blur,3,53,cat,cat,cat,1,1,0.612,8.965e-05
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,3,46,cat,horse,horse,1,0,2.351,0.000202
claude_opus,anthropic/claude-opus-5,glass_blur,3,8,cat,cat,cat,1,1,3.551,0.00088
gpt_sol,openai/gpt-5.6-sol,glass_blur,3,53,cat,cat,cat,1,1,1.317,0.00015
gpt_terra,openai/gpt-5.6-terra,glass_blur,3,53,cat,cat,cat,1,1,1.254,0.00016
gpt_luna,openai/gpt-5.6-luna,glass_blur,3,53,cat,dog,dog,1,0,1.316,1.6e-05
kimi,moonshotai/kimi-k3,glass_blur,3,53,cat,dog,dog,1,0,0.993,0.0003306
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,3,61,cat,cat,cat,1,1,0.762,8.2e-05
gemini,google/gemini-3.1-flash-lite,glass_blur,3,53,cat,dog,dog,1,0,1.348,0.0002845
gpt_terra,openai/gpt-5.6-terra,glass_blur,3,61,cat,cat,cat,1,1,0.864,0.00016
grok,x-ai/grok-4.3,glass_blur,3,61,cat,cat,cat,1,1,0.753,8.965e-05
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,3,53,cat,cat,cat,1,1,2.403,0.000202
gpt_sol,openai/gpt-5.6-sol,glass_blur,3,61,cat,cat,cat,1,1,1.202,0.00015
gpt_luna,openai/gpt-5.6-luna,glass_blur,3,61,cat,cat,cat,1,1,1.146,1.6e-05
kimi,moonshotai/kimi-k3,glass_blur,3,61,cat,dog,dog,1,0,0.841,0.0003306
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,3,63,cat,horse,horse,1,0,0.786,8.2e-05
gemini,google/gemini-3.1-flash-lite,glass_blur,3,61,cat,horse,horse,1,0,1.355,0.0002845
grok,x-ai/grok-4.3,glass_blur,3,63,cat,ship,ship,1,0,0.606,8.965e-05
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,3,61,cat,cat,cat,1,1,2.392,0.000202
kimi,moonshotai/kimi-k3,glass_blur,3,63,cat,cat,cat,1,1,0.614,0.0003306
gpt_luna,openai/gpt-5.6-luna,glass_blur,3,63,cat,dog,dog,1,0,0.961,1.6e-05
gpt_sol,openai/gpt-5.6-sol,glass_blur,3,63,cat,deer,deer,1,0,1.294,0.00016
gpt_terra,openai/gpt-5.6-terra,glass_blur,3,63,cat,frog,frog,1,0,0.977,0.00016
claude_opus,anthropic/claude-opus-5,glass_blur,3,46,cat,frog,frog,1,0,4.911,0.002055
gemini,google/gemini-3.1-flash-lite,glass_blur,3,63,cat,deer,deer,1,0,1.482,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,3,68,cat,bird,bird,1,0,0.86,8.2e-05
claude_opus,anthropic/claude-opus-5,glass_blur,3,53,cat,dog,dog,1,0,4.064,0.001255
gpt_sol,openai/gpt-5.6-sol,glass_blur,3,68,cat,cat,cat,1,1,1.033,0.00015
grok,x-ai/grok-4.3,glass_blur,3,68,cat,frog,frog,1,0,0.845,8.965e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,3,68,cat,frog,frog,1,0,1.207,0.00016
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,3,63,cat,dog,dog,1,0,2.631,0.000202
gpt_luna,openai/gpt-5.6-luna,glass_blur,3,68,cat,frog,frog,1,0,1.033,1.6e-05
kimi,moonshotai/kimi-k3,glass_blur,3,68,cat,deer,deer,1,0,0.852,0.0003306
gemini,google/gemini-3.1-flash-lite,glass_blur,3,68,cat,cat,cat,1,1,1.383,0.0002845
kimi,moonshotai/kimi-k3,glass_blur,3,77,cat,cat,cat,1,1,0.573,0.0003306
gpt_terra,openai/gpt-5.6-terra,glass_blur,3,77,cat,cat,cat,1,1,0.851,0.00016
grok,x-ai/grok-4.3,glass_blur,3,77,cat,ship,ship,1,0,0.708,8.965e-05
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,3,77,cat,cat,cat,1,1,1.115,8.2e-05
claude_opus,anthropic/claude-opus-5,glass_blur,3,61,cat,cat,cat,1,1,4.501,0.00118
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,3,68,cat,cat,cat,1,1,2.461,0.000202
gpt_luna,openai/gpt-5.6-luna,glass_blur,3,77,cat,cat,cat,1,1,1.117,1.6e-05
kimi,moonshotai/kimi-k3,glass_blur,3,1382,bird,bird,bird,1,1,12.227,0.0003828
gemini,google/gemini-3.1-flash-lite,glass_blur,3,77,cat,dog,dog,1,0,1.386,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,3,78,cat,cat,cat,1,1,0.863,8.2e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,3,78,cat,bird,bird,1,0,0.878,0.00016
grok,x-ai/grok-4.3,glass_blur,3,78,cat,cat,cat,1,1,0.69,8.965e-05
gpt_sol,openai/gpt-5.6-sol,glass_blur,3,78,cat,bird,bird,1,0,1.121,0.00015
gpt_luna,openai/gpt-5.6-luna,glass_blur,3,78,cat,dog,dog,1,0,0.956,1.6e-05
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,3,77,cat,frog,frog,1,0,2.545,0.000202
gemini,google/gemini-3.1-flash-lite,glass_blur,3,78,cat,dog,dog,1,0,1.395,0.0002845
claude_opus,anthropic/claude-opus-5,glass_blur,3,68,cat,deer,deer,1,0,4.186,0.001455
claude_opus,anthropic/claude-opus-5,glass_blur,3,63,cat,bird,bird,1,0,5.024,0.00173
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,3,91,cat,bird,bird,1,0,0.889,8.2e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,3,91,cat,frog,frog,1,0,0.89,0.00016
gpt_sol,openai/gpt-5.6-sol,glass_blur,3,77,cat,bird,bird,1,0,2.903,0.00015
gpt_luna,openai/gpt-5.6-luna,glass_blur,3,91,cat,deer,deer,1,0,0.982,1.72e-05
grok,x-ai/grok-4.3,glass_blur,3,91,cat,bird,bird,1,0,0.627,8.965e-05
gemini,google/gemini-3.1-flash-lite,glass_blur,3,91,cat,cat,cat,1,1,1.365,0.0002845
claude_opus,anthropic/claude-opus-5,glass_blur,3,77,cat,bird,bird,1,0,3.919,0.00148
gpt_luna,openai/gpt-5.6-luna,glass_blur,3,103,cat,dog,dog,1,0,0.707,1.6e-05
gpt_sol,openai/gpt-5.6-sol,glass_blur,3,91,cat,frog,frog,1,0,1.904,0.00015
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,3,103,cat,cat,cat,1,1,1.014,8.2e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,3,103,cat,frog,frog,1,0,0.908,0.00016
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,3,91,cat,bird,bird,1,0,2.699,0.000202
gpt_sol,openai/gpt-5.6-sol,glass_blur,3,103,cat,cat,cat,1,1,1.514,0.00015
grok,x-ai/grok-4.3,glass_blur,3,103,cat,ship,ship,1,0,0.811,8.965e-05
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,3,78,cat,cat,cat,1,1,3.843,0.000202
claude_opus,anthropic/claude-opus-5,glass_blur,3,78,cat,dog,dog,1,0,4.068,0.001255
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,3,106,cat,bird,bird,1,0,0.853,8.2e-05
gemini,google/gemini-3.1-flash-lite,glass_blur,3,103,cat,horse,horse,1,0,1.424,0.0002845
grok,x-ai/grok-4.3,glass_blur,3,106,cat,ship,ship,1,0,0.574,8.965e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,3,106,cat,dog,dog,1,0,0.956,0.00016
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,3,103,cat,dog,dog,1,0,2.77,0.000202
kimi,moonshotai/kimi-k3,glass_blur,3,106,cat,bird,bird,1,0,0.897,0.0003306
kimi,moonshotai/kimi-k3,glass_blur,3,1450,bird,frog,frog,1,0,13.43,0.0003828
kimi,moonshotai/kimi-k3,glass_blur,3,0,cat,cat,cat,1,1,12.284,0.0003828
gemini,google/gemini-3.1-flash-lite,glass_blur,3,106,cat,cat,cat,1,1,1.252,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,3,115,cat,cat,cat,1,1,0.762,8.2e-05
claude_opus,anthropic/claude-opus-5,glass_blur,3,91,cat,frog,frog,1,0,4.624,0.001555
gpt_luna,openai/gpt-5.6-luna,glass_blur,3,106,cat,bird,bird,1,0,1.842,1.6e-05
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,3,106,cat,automobile,automobile,1,0,2.382,0.000212
grok,x-ai/grok-4.3,glass_blur,3,115,cat,frog,frog,1,0,0.625,8.965e-05
gpt_luna,openai/gpt-5.6-luna,glass_blur,3,115,cat,cat,cat,1,1,0.945,1.6e-05
gemini,google/gemini-3.1-flash-lite,glass_blur,3,115,cat,cat,cat,1,1,1.243,0.0002845
gpt_terra,openai/gpt-5.6-terra,glass_blur,3,115,cat,cat,cat,1,1,1.35,0.00016
claude_opus,anthropic/claude-opus-5,glass_blur,3,103,cat,cat,cat,1,1,4.489,0.001105
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,3,121,cat,bird,bird,1,0,0.777,8.2e-05
claude_opus,anthropic/claude-opus-5,glass_blur,3,115,cat,cat,cat,1,1,2.179,0.000505
gpt_sol,openai/gpt-5.6-sol,glass_blur,3,106,cat,airplane,airplane,1,0,2.823,0.00016
gpt_terra,openai/gpt-5.6-terra,glass_blur,3,121,cat,frog,frog,1,0,0.886,0.00016
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,3,115,cat,cat,cat,1,1,2.491,0.000202
grok,x-ai/grok-4.3,glass_blur,3,121,cat,ship,ship,1,0,0.667,8.965e-05
gpt_sol,openai/gpt-5.6-sol,glass_blur,3,115,cat,cat,cat,1,1,2.277,0.00015
claude_opus,anthropic/claude-opus-5,glass_blur,3,106,cat,cat,cat,1,1,3.943,0.00123
gemini,google/gemini-3.1-flash-lite,glass_blur,3,121,cat,horse,horse,1,0,1.15,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,3,127,cat,cat,cat,1,1,0.781,8.2e-05
gpt_luna,openai/gpt-5.6-luna,glass_blur,3,121,cat,deer,deer,1,0,1.437,1.72e-05
gpt_luna,openai/gpt-5.6-luna,glass_blur,3,127,cat,horse,horse,1,0,0.721,1.6e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,3,127,cat,cat,cat,1,1,0.898,0.00016
grok,x-ai/grok-4.3,glass_blur,3,127,cat,dog,dog,1,0,0.506,8.965e-05
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,3,121,cat,cat,cat,1,1,2.579,0.000202
gemini,google/gemini-3.1-flash-lite,glass_blur,3,127,cat,cat,cat,1,1,1.28,0.0002845
gpt_sol,openai/gpt-5.6-sol,glass_blur,3,127,cat,cat,cat,1,1,1.475,0.00015
gpt_sol,openai/gpt-5.6-sol,glass_blur,3,121,cat,bird,bird,1,0,2.849,0.00015
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,3,143,cat,horse,horse,1,0,0.847,8.2e-05
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,3,127,cat,bird,bird,1,0,2.464,0.000202
grok,x-ai/grok-4.3,glass_blur,3,143,cat,bird,bird,1,0,0.614,8.965e-05
gpt_luna,openai/gpt-5.6-luna,glass_blur,3,143,cat,cat,cat,1,1,0.834,1.6e-05
kimi,moonshotai/kimi-k3,glass_blur,3,143,cat,dog,dog,1,0,0.666,0.0003306
kimi,moonshotai/kimi-k3,glass_blur,3,121,cat,ship,ship,1,0,3.212,0.0003306
gemini,google/gemini-3.1-flash-lite,glass_blur,3,143,cat,dog,dog,1,0,1.272,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,3,176,cat,dog,dog,1,0,0.753,8.2e-05
claude_opus,anthropic/claude-opus-5,glass_blur,3,121,cat,dog,dog,1,0,4.669,0.001255
gpt_sol,openai/gpt-5.6-sol,glass_blur,3,143,cat,bird,bird,1,0,2.216,0.00015
gpt_terra,openai/gpt-5.6-terra,glass_blur,3,176,cat,frog,frog,1,0,0.857,0.00016
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,3,143,cat,frog,frog,1,0,2.679,0.000202
gpt_luna,openai/gpt-5.6-luna,glass_blur,3,176,cat,frog,frog,1,0,0.819,1.6e-05
grok,x-ai/grok-4.3,glass_blur,3,176,cat,cat,cat,1,1,0.568,8.965e-05
kimi,moonshotai/kimi-k3,glass_blur,3,176,cat,cat,cat,1,1,0.908,0.0003306
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,3,184,cat,dog,dog,1,0,0.712,8.2e-05
gemini,google/gemini-3.1-flash-lite,glass_blur,3,176,cat,frog,frog,1,0,1.258,0.0002845
claude_opus,anthropic/claude-opus-5,glass_blur,3,127,cat,cat,cat,1,1,4.807,0.00223
gpt_sol,openai/gpt-5.6-sol,glass_blur,3,176,cat,cat,cat,1,1,2.022,0.00015
gpt_terra,openai/gpt-5.6-terra,glass_blur,3,184,cat,dog,dog,1,0,0.738,0.00016
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,3,176,cat,cat,cat,1,1,2.609,0.000202
gpt_sol,openai/gpt-5.6-sol,glass_blur,3,184,cat,dog,dog,1,0,1.128,0.00015
grok,x-ai/grok-4.3,glass_blur,3,184,cat,bird,bird,1,0,0.596,8.965e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,3,143,cat,frog,frog,1,0,3.823,0.00016
gpt_luna,openai/gpt-5.6-luna,glass_blur,3,184,cat,bird,bird,1,0,0.943,1.6e-05
claude_opus,anthropic/claude-opus-5,glass_blur,3,143,cat,cat,cat,1,1,4.73,0.001605
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,3,187,cat,cat,cat,1,1,0.76,8.2e-05
gemini,google/gemini-3.1-flash-lite,glass_blur,3,184,cat,cat,cat,1,1,1.369,0.0002845
kimi,moonshotai/kimi-k3,glass_blur,3,78,cat,dog,dog,1,0,12.049,0.0003828
gpt_terra,openai/gpt-5.6-terra,glass_blur,3,187,cat,frog,frog,1,0,0.846,0.00016
gpt_luna,openai/gpt-5.6-luna,glass_blur,3,187,cat,frog,frog,1,0,0.864,1.6e-05
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,3,184,cat,cat,cat,1,1,2.589,0.000202
grok,x-ai/grok-4.3,glass_blur,3,187,cat,bird,bird,1,0,0.571,8.965e-05
kimi,moonshotai/kimi-k3,glass_blur,3,184,cat,dog,dog,1,0,1.757,0.0003306
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,3,205,cat,cat,cat,1,1,0.762,8.2e-05
claude_opus,anthropic/claude-opus-5,glass_blur,3,176,cat,cat,cat,1,1,4.826,0.001755
gemini,google/gemini-3.1-flash-lite,glass_blur,3,187,cat,frog,frog,1,0,1.429,0.0002845
gpt_luna,openai/gpt-5.6-luna,glass_blur,3,205,cat,dog,dog,1,0,1.003,1.6e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,3,205,cat,cat,cat,1,1,1.02,0.00016
gpt_sol,openai/gpt-5.6-sol,glass_blur,3,205,cat,cat,cat,1,1,1.303,0.00015
gpt_sol,openai/gpt-5.6-sol,glass_blur,3,187,cat,cat,cat,1,1,2.499,0.00015
grok,x-ai/grok-4.3,glass_blur,3,205,cat,cat,cat,1,1,0.617,8.965e-05
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,3,187,cat,frog,frog,1,0,2.804,0.000202
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,3,224,cat,cat,cat,1,1,0.765,8.2e-05
gemini,google/gemini-3.1-flash-lite,glass_blur,3,205,cat,cat,cat,1,1,1.426,0.0002845
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,3,205,cat,cat,cat,1,1,2.461,0.000202
claude_opus,anthropic/claude-opus-5,glass_blur,3,184,cat,bird,bird,1,0,4.847,0.001705
gpt_sol,openai/gpt-5.6-sol,glass_blur,3,224,cat,cat,cat,1,1,1.284,0.00015
gpt_luna,openai/gpt-5.6-luna,glass_blur,3,224,cat,deer,deer,1,0,1.167,1.72e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,3,224,cat,frog,frog,1,0,1.379,0.00016
grok,x-ai/grok-4.3,glass_blur,3,224,cat,bird,bird,1,0,0.639,8.965e-05
claude_opus,anthropic/claude-opus-5,glass_blur,3,187,cat,cat,cat,1,1,4.316,0.001205
gemini,google/gemini-3.1-flash-lite,glass_blur,3,224,cat,dog,dog,1,0,1.237,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,3,245,cat,bird,bird,1,0,0.796,8.2e-05
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,3,224,cat,frog,frog,1,0,2.503,0.000202
gpt_terra,openai/gpt-5.6-terra,glass_blur,3,245,cat,frog,frog,1,0,0.985,0.00016
gpt_luna,openai/gpt-5.6-luna,glass_blur,3,245,cat,dog,dog,1,0,0.978,1.6e-05
grok,x-ai/grok-4.3,glass_blur,3,245,cat,ship,ship,1,0,0.581,8.965e-05
claude_opus,anthropic/claude-opus-5,glass_blur,3,205,cat,dog,dog,1,0,4.657,0.001305
gemini,google/gemini-3.1-flash-lite,glass_blur,3,245,cat,cat,cat,1,1,1.332,0.0002845
gpt_sol,openai/gpt-5.6-sol,glass_blur,3,245,cat,cat,cat,1,1,2.006,0.00015
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,3,251,cat,cat,cat,1,1,0.877,8.2e-05
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,3,245,cat,cat,cat,1,1,2.588,0.000202
gpt_terra,openai/gpt-5.6-terra,glass_blur,3,251,cat,frog,frog,1,0,0.993,0.00016
gpt_luna,openai/gpt-5.6-luna,glass_blur,3,251,cat,frog,frog,1,0,0.886,1.6e-05
claude_opus,anthropic/claude-opus-5,glass_blur,3,224,cat,bird,bird,1,0,4.575,0.00123
grok,x-ai/grok-4.3,glass_blur,3,251,cat,ship,ship,1,0,0.809,8.965e-05
kimi,moonshotai/kimi-k3,glass_blur,3,245,cat,bird,bird,1,0,2.577,0.0003306
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,3,251,cat,bird,bird,1,0,2.528,0.000202
claude_opus,anthropic/claude-opus-5,glass_blur,3,245,cat,dog,dog,1,0,4.431,0.00118
kimi,moonshotai/kimi-k3,glass_blur,3,1307,bird,bird,bird,1,1,39.445,0.0003306
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,3,256,cat,cat,cat,1,1,0.814,8.2e-05
gpt_sol,openai/gpt-5.6-sol,glass_blur,3,251,cat,cat,cat,1,1,2.648,0.00015
gemini,google/gemini-3.1-flash-lite,glass_blur,3,251,cat,cat,cat,1,1,2.148,0.0002845
gpt_terra,openai/gpt-5.6-terra,glass_blur,3,256,cat,frog,frog,1,0,0.788,0.00016
grok,x-ai/grok-4.3,glass_blur,3,256,cat,ship,ship,1,0,0.553,8.965e-05
gpt_luna,openai/gpt-5.6-luna,glass_blur,3,256,cat,bird,bird,1,0,0.78,1.6e-05
gpt_sol,openai/gpt-5.6-sol,glass_blur,3,256,cat,cat,cat,1,1,1.509,0.00015
gemini,google/gemini-3.1-flash-lite,glass_blur,3,256,cat,deer,deer,1,0,1.181,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,3,271,cat,bird,bird,1,0,0.875,8.2e-05
claude_opus,anthropic/claude-opus-5,glass_blur,3,251,cat,bird,bird,1,0,4.713,0.002105
gpt_terra,openai/gpt-5.6-terra,glass_blur,3,271,cat,bird,bird,1,0,0.935,0.00016
gpt_sol,openai/gpt-5.6-sol,glass_blur,3,271,cat,deer,deer,1,0,1.37,0.00016
gemini,google/gemini-3.1-flash-lite,glass_blur,3,271,cat,deer,deer,1,0,1.477,0.0002845
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,3,271,cat,dog,dog,1,0,2.48,0.000202
claude_opus,anthropic/claude-opus-5,glass_blur,3,256,cat,frog,frog,1,0,4.35,0.00153
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,3,256,cat,cat,cat,1,1,4.798,0.000202
grok,x-ai/grok-4.3,glass_blur,3,271,cat,frog,frog,1,0,2.078,8.965e-05
kimi,moonshotai/kimi-k3,glass_blur,3,251,cat,ship,ship,1,0,4.994,0.0003306
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,3,273,cat,cat,cat,1,1,0.761,8.2e-05
grok,x-ai/grok-4.3,glass_blur,3,273,cat,ship,ship,1,0,0.575,8.965e-05
gpt_sol,openai/gpt-5.6-sol,glass_blur,3,273,cat,cat,cat,1,1,1.24,0.00015
gpt_terra,openai/gpt-5.6-terra,glass_blur,3,273,cat,cat,cat,1,1,0.896,0.00016
gpt_luna,openai/gpt-5.6-luna,glass_blur,3,273,cat,dog,dog,1,0,0.932,1.6e-05
gemini,google/gemini-3.1-flash-lite,glass_blur,3,273,cat,cat,cat,1,1,1.26,0.0002845
claude_opus,anthropic/claude-opus-5,glass_blur,3,271,cat,cat,cat,1,1,4.783,0.002055
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,3,273,cat,dog,dog,1,0,2.421,0.000202
